# Parameters: bear_hp=420, hp_mult=1.35, def_add=20, boss_hp=2526, boss_def=200, sim_count=2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_id,result,reached_wave,boss_remaining_hp,total_kills,remaining_monsters,remaining_life,total_turns,total_towers_count,tier1_count,tier2_count,tier3_count,buff_add_Fire,buff_add_Ice,buff_add_Physics,buff_add_Electric,buff_mult_Fire,buff_mult_Ice,buff_mult_Physics,buff_mult_Electric,tile_0_status,tile_1_status,tile_2_status,tile_3_status,tile_4_status,tile_5_status,tile_6_status,tile_7_status,tile_8_status,tile_9_status,tile_10_status,tile_11_status,tile_12_status,tile_13_status,tile_14_status,tile_15_status,tile_16_status,tile_17_status,tile_18_status,tile_19_status,tile_20_status,tile_21_status,tile_22_status,tile_23_status,tile_24_status,tile_25_status,tile_26_status,tile_27_status,tile_28_status,tile_29_status,tile_30_status,tile_31_status,tile_32_status,tile_33_status,tile_34_status,tile_35_status
24,LOSS,8,250.3,37,9,0,60,28,11,11,6,0,0,30,0,0,0,0.4,0.4,EMPTY,TOW_03_T2(DMG:378.3),TOW_01_T1(DMG:15.5),TOW_02_T1(DMG:23.2),TOW_01_T2(DMG:71.0),TOW_03_T1(DMG:59.2),TOW_04_T3(DMG:113.1),TOW_02_T1(DMG:23.2),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T2(DMG:41.0),TOW_02_T3(DMG:85.2),TOW_04_T2(DMG:64.4),TOW_03_T3(DMG:1196.8),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T2(DMG:31.0),TOW_03_T3(DMG:156.8),EMPTY,TOW_02_T2(DMG:46.5),EMPTY,TOW_02_T3(DMG:195.2),TOW_01_T1(DMG:15.5),TOW_03_T3(DMG:1196.8),EMPTY,TOW_02_T1(DMG:23.2),TOW_01_T2(DMG:31.0),EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T2(DMG:106.5),TOW_04_T2(DMG:298.4),TOW_03_T1(DMG:59.2),TOW_01_T2(DMG:41.0),EMPTY,TOW_01_T1(DMG:15.5),TOW_03_T2(DMG:98.2)
25,LOSS,8,319.8,38,15,0,67,29,12,8,9,60,0,0,0,1.4,0,0,0,EMPTY,TOW_03_T3(DMG:627.2),TOW_01_T3(DMG:262.0),EMPTY,EMPTY,TOW_03_T2(DMG:57.8),TOW_04_T3(DMG:95.7),TOW_02_T2(DMG:64.5),TOW_01_T1(DMG:90.5),EMPTY,TOW_01_T2(DMG:131.0),TOW_02_T1(DMG:24.8),TOW_04_T2(DMG:54.4),TOW_03_T3(DMG:627.2),TOW_01_T1(DMG:90.5),TOW_02_T1(DMG:24.8),TOW_01_T3(DMG:262.0),TOW_03_T3(DMG:107.2),EMPTY,EMPTY,TOW_01_T3(DMG:202.0),TOW_02_T3(DMG:90.8),TOW_01_T1(DMG:90.5),TOW_03_T2(DMG:57.8),TOW_04_T1(DMG:29.7),TOW_02_T1(DMG:24.8),TOW_01_T2(DMG:121.0),EMPTY,TOW_01_T3(DMG:262.0),TOW_02_T2(DMG:49.5),TOW_04_T1(DMG:29.7),TOW_03_T1(DMG:24.8),TOW_01_T1(DMG:90.5),TOW_02_T2(DMG:64.5),TOW_01_T1(DMG:90.5),TOW_03_T1(DMG:24.8)
26,LOSS,8,1031.6,38,13,0,64,30,13,8,9,30,90,0,0,0,0.2,0,0,EMPTY,EMPTY,TOW_01_T2(DMG:63.0),TOW_02_T2(DMG:160.5),TOW_01_T3(DMG:176.0),TOW_03_T1(DMG:24.8),TOW_04_T1(DMG:29.7),TOW_02_T3(DMG:191.8),TOW_01_T1(DMG:46.5),EMPTY,TOW_01_T2(DMG:103.0),TOW_02_T1(DMG:117.8),TOW_04_T3(DMG:95.7),TOW_03_T3(DMG:107.2),TOW_01_T1(DMG:46.5),TOW_02_T2(DMG:205.5),TOW_01_T3(DMG:116.0),TOW_03_T1(DMG:24.8),EMPTY,EMPTY,TOW_01_T2(DMG:103.0),TOW_02_T3(DMG:219.2),TOW_01_T1(DMG:46.5),TOW_03_T3(DMG:627.2),TOW_04_T1(DMG:29.7),TOW_02_T1(DMG:117.8),TOW_01_T1(DMG:46.5),EMPTY,TOW_01_T3(DMG:96.0),TOW_02_T2(DMG:145.5),TOW_04_T1(DMG:29.7),TOW_03_T1(DMG:24.8),TOW_01_T2(DMG:63.0),TOW_02_T1(DMG:117.8),TOW_01_T3(DMG:176.0),TOW_03_T2(DMG:57.8)
27,LOSS,8,875.2,41,8,0,60,29,13,10,6,0,30,0,0,0,0.2,0.8,0,EMPTY,TOW_03_T3(DMG:672.8),TOW_01_T2(DMG:41.0),EMPTY,TOW_01_T1(DMG:15.5),TOW_03_T2(DMG:362.3),TOW_04_T1(DMG:27.9),TOW_02_T3(DMG:153.8),TOW_01_T2(DMG:31.0),EMPTY,EMPTY,TOW_02_T2(DMG:82.5),TOW_04_T2(DMG:237.2),TOW_03_T3(DMG:672.8),TOW_01_T1(DMG:15.5),TOW_02_T1(DMG:56.2),TOW_01_T1(DMG:15.5),TOW_03_T2(DMG:362.3),EMPTY,TOW_02_T1(DMG:56.2),TOW_01_T3(DMG:62.0),TOW_02_T1(DMG:56.2),TOW_01_T1(DMG:15.5),TOW_03_T1(DMG:35.2),TOW_04_T2(DMG:51.1),TOW_02_T1(DMG:56.2),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T3(DMG:153.8),TOW_04_T2(DMG:51.1),EMPTY,TOW_01_T3(DMG:62.0),TOW_02_T2(DMG:82.5),TOW_01_T2(DMG:31.0),TOW_03_T1(DMG:35.2)
28,LOSS,8,1290.1,38,10,0,58,26,12,7,7,90,30,60,0,0.2,0,0,0,EMPTY,TOW_03_T3(DMG:160.8),TOW_01_T1(DMG:107.5),TOW_02_T3(DMG:115.2),EMPTY,TOW_03_T1(DMG:83.2),TOW_04_T3(DMG:275.9),TOW_02_T1(DMG:53.2),TOW_01_T1(DMG:107.5),EMPTY,TOW_01_T3(DMG:160.0),TOW_02_T1(DMG:53.2),EMPTY,EMPTY,TOW_01_T2(DMG:165.0),TOW_02_T1(DMG:53.2),TOW_01_T1(DMG:107.5),TOW_03_T2(DMG:114.2),EMPTY,TOW_02_T2(DMG:76.5),TOW_01_T1(DMG:107.5),TOW_02_T1(DMG:53.2),TOW_01_T1(DMG:107.5),TOW_03_T3(DMG:680.8),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:53.2),TOW_01_T2(DMG:125.0),EMPTY,TOW_01_T2(DMG:125.0),TOW_02_T2(DMG:136.5),TOW_04_T3(DMG:89.9),EMPTY,TOW_01_T3(DMG:180.0),EMPTY,TOW_01_T2(DMG:125.0),EMPTY
29,LOSS,8,1797.6,36,9,0,54,28,10,15,3,30,0,0,0,0,0,0,0.4,EMPTY,EMPTY,TOW_01_T2(DMG:60.0),TOW_02_T1(DMG:22.5),TOW_01_T2(DMG:60.0),TOW_03_T2(DMG:52.5),TOW_04_T1(DMG:34.2),TOW_02_T2(DMG:60.0),TOW_01_T2(DMG:60.0),EMPTY,TOW_01_T3(DMG:110.0),EMPTY,TOW_04_T2(DMG:62.7),TOW_03_T2(DMG:52.5),TOW_01_T2(DMG:60.0),TOW_02_T1(DMG:22.5),TOW_01_T2(DMG:70.0),TOW_03_T2(DMG:52.5),EMPTY,TOW_02_T1(DMG:22.5),TOW_01_T1(DMG:45.0),EMPTY,TOW_01_T1(DMG:45.0),TOW_03_T3(DMG:97.5),TOW_04_T3(DMG:338.2),TOW_02_T1(DMG:22.5),TOW_01_T1(DMG:45.0),EMPTY,TOW_01_T2(DMG:70.0),TOW_02_T1(DMG:22.5),TOW_04_T2(DMG:62.7),TOW_03_T1(DMG:22.5),TOW_01_T2(DMG:60.0),TOW_02_T2(DMG:105.0),EMPTY,TOW_03_T2(DMG:52.5)
30,LOSS,8,1159.7,40,9,0,58,25,6,12,7,0,0,0,30,0.8,0,0,0,EMPTY,TOW_03_T1(DMG:23.2),TOW_01_T2(DMG:87.0),TOW_02_T2(DMG:46.5),TOW_01_T3(DMG:174.0),TOW_03_T1(DMG:23.2),EMPTY,TOW_02_T2(DMG:106.5),TOW_01_T3(DMG:114.0),EMPTY,TOW_01_T3(DMG:94.0),EMPTY,TOW_04_T1(DMG:57.9),TOW_03_T2(DMG:54.2),TOW_01_T2(DMG:47.0),TOW_02_T2(DMG:46.5),TOW_01_T3(DMG:94.0),TOW_03_T2(DMG:334.2),EMPTY,TOW_02_T1(DMG:23.2),EMPTY,TOW_02_T2(DMG:46.5),TOW_01_T2(DMG:87.0),TOW_03_T2(DMG:54.2),TOW_04_T3(DMG:119.9),EMPTY,EMPTY,EMPTY,TOW_01_T3(DMG:94.0),TOW_02_T3(DMG:112.7),EMPTY,TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:23.5),TOW_02_T2(DMG:61.5),EMPTY,TOW_03_T1(DMG:23.2)
31,LOSS,8,1315.6,38,13,0,67,30,11,11,8,30,0,60,0,0.6,0,0.4,0,EMPTY,TOW_03_T1(DMG:90.0),TOW_01_T1(DMG:52.0),TOW_02_T2(DMG:48.0),TOW_01_T1(DMG:52.0),TOW_03_T3(DMG:190.0),EMPTY,TOW_02_T1(DMG:24.0),TOW_01_T2(DMG:114.0),EMPTY,TOW_01_T2(DMG:74.0),TOW_02_T1(DMG:24.0),TOW_04_T2(DMG:52.8),TOW_03_T3(DMG:710.0),TOW_01_T2(DMG:114.0),TOW_02_T3(DMG:198.0),TOW_01_T1(DMG:52.0),EMPTY,EMPTY,TOW_02_T2(DMG:48.0),TOW_01_T3(DMG:118.0),TOW_02_T3(DMG:88.0),TOW_01_T3(DMG:138.0),TOW_03_T1(DMG:90.0),TOW_04_T1(DMG:28.8),TOW_02_T1(DMG:24.0),TOW_01_T2(DMG:74.0),EMPTY,TOW_01_T2(DMG:84.0),TOW_02_T2(DMG:48.0),TOW_04_T1(DMG:28.8),TOW_03_T3(DMG:710.0),TOW_01_T1(DMG:52.0),TOW_02_T2(DMG:48.0),TOW_01_T2(DMG:84.0),TOW_03_T3(DMG:190.0)
32,LOSS,8,1446.5,38,12,0,61,24,9,6,9,30,0,90,0,0.2,0,0.6,0,EMPTY,TOW_03_T3(DMG:229.8),EMPTY,EMPTY,TOW_01_T3(DMG:120.0),TOW_03_T3(DMG:749.8),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:23.2),TOW_01_T1(DMG:47.5),EMPTY,TOW_01_T3(DMG:100.0),TOW_02_T2(DMG:46.5),TOW_04_T3(DMG:89.9),EMPTY,TOW_01_T2(DMG:105.0),EMPTY,TOW_01_T1(DMG:47.5),TOW_03_T3(DMG:229.8),EMPTY,TOW_02_T1(DMG:23.2),EMPTY,TOW_02_T2(DMG:46.5),TOW_01_T1(DMG:47.5),EMPTY,TOW_04_T2(DMG:237.2),TOW_02_T2(DMG:46.5),TOW_01_T3(DMG:100.0),EMPTY,TOW_01_T2(DMG:65.0),TOW_02_T1(DMG:23.2),EMPTY,TOW_03_T1(DMG:122.2),TOW_01_T1(DMG:47.5),EMPTY,TOW_01_T3(DMG:100.0),TOW_03_T3(DMG:749.8)
33,LOSS,8,750.6,37,13,0,64,29,15,8,6,0,90,90,0,0,1,0,0,EMPTY,TOW_03_T2(DMG:146.0),EMPTY,TOW_02_T1(DMG:129.0),TOW_01_T2(DMG:42.0),TOW_03_T3(DMG:714.0),TOW_04_T2(DMG:52.8),TOW_02_T1(DMG:129.0),TOW_01_T1(DMG:16.0),EMPTY,TOW_01_T1(DMG:16.0),TOW_02_T3(DMG:343.0),TOW_04_T1(DMG:28.8),TOW_03_T2(DMG:146.0),TOW_01_T1(DMG:16.0),EMPTY,EMPTY,TOW_03_T3(DMG:194.0),EMPTY,TOW_02_T1(DMG:129.0),TOW_01_T1(DMG:16.0),TOW_02_T1(DMG:129.0),TOW_01_T3(DMG:84.0),TOW_03_T3(DMG:194.0),TOW_04_T1(DMG:28.8),TOW_02_T1(DMG:129.0),TOW_01_T1(DMG:16.0),EMPTY,TOW_01_T2(DMG:32.0),TOW_02_T1(DMG:129.0),TOW_04_T2(DMG:52.8),TOW_03_T1(DMG:114.0),TOW_01_T1(DMG:16.0),TOW_02_T2(DMG:168.0),TOW_01_T2(DMG:32.0),TOW_03_T3(DMG:714.0)
34,LOSS,8,1453,39,8,0,57,26,11,9,6,30,0,30,0,1.2,0,0,0,EMPTY,EMPTY,TOW_01_T2(DMG:94.0),EMPTY,TOW_01_T3(DMG:138.0),TOW_03_T1(DMG:52.5),EMPTY,TOW_02_T2(DMG:60.0),TOW_01_T1(DMG:57.0),EMPTY,TOW_01_T1(DMG:57.0),TOW_02_T1(DMG:22.5),EMPTY,EMPTY,TOW_01_T2(DMG:84.0),TOW_02_T3(DMG:110.0),TOW_01_T3(DMG:158.0),TOW_03_T2(DMG:82.5),EMPTY,TOW_02_T1(DMG:22.5),TOW_01_T2(DMG:124.0),TOW_02_T3(DMG:82.5),TOW_01_T1(DMG:57.0),TOW_03_T2(DMG:362.5),TOW_04_T2(DMG:49.5),TOW_02_T2(DMG:45.0),TOW_01_T1(DMG:57.0),EMPTY,TOW_01_T1(DMG:57.0),TOW_02_T1(DMG:22.5),EMPTY,TOW_03_T3(DMG:127.5),TOW_01_T1(DMG:57.0),TOW_02_T1(DMG:22.5),TOW_01_T3(DMG:138.0),TOW_03_T2(DMG:82.5)
35,LOSS,8,1511.5,38,8,0,55,25,7,12,6,0,0,30,0,0,0,0.4,0,EMPTY,TOW_03_T3(DMG:673.5),EMPTY,TOW_02_T2(DMG:45.0),TOW_01_T1(DMG:15.0),TOW_03_T1(DMG:58.5),TOW_04_T3(DMG:87.0),TOW_02_T2(DMG:45.0),EMPTY,EMPTY,TOW_01_T2(DMG:40.0),TOW_02_T2(DMG:45.0),TOW_04_T3(DMG:87.0),TOW_03_T2(DMG:96.5),TOW_01_T2(DMG:70.0),TOW_02_T1(DMG:22.5),EMPTY,TOW_03_T1(DMG:58.5),EMPTY,TOW_02_T2(DMG:45.0),TOW_01_T3(DMG:60.0),TOW_02_T1(DMG:22.5),TOW_01_T2(DMG:30.0),TOW_03_T3(DMG:673.5),EMPTY,TOW_02_T2(DMG:45.0),TOW_01_T2(DMG:40.0),EMPTY,TOW_01_T1(DMG:15.0),EMPTY,TOW_04_T3(DMG:87.0),EMPTY,TOW_01_T1(DMG:15.0),EMPTY,TOW_01_T2(DMG:30.0),TOW_03_T2(DMG:96.5)
36,LOSS,8,790.7,40,11,0,62,26,8,10,8,30,30,30,0,0,0.2,0.2,0,EMPTY,EMPTY,TOW_01_T2(DMG:60.0),TOW_02_T3(DMG:123.5),TOW_01_T1(DMG:45.0),EMPTY,TOW_04_T1(DMG:27.0),TOW_02_T2(DMG:81.0),TOW_01_T3(DMG:110.0),EMPTY,TOW_01_T3(DMG:90.0),TOW_02_T2(DMG:81.0),EMPTY,TOW_03_T2(DMG:89.5),TOW_01_T3(DMG:110.0),TOW_02_T2(DMG:141.0),TOW_01_T2(DMG:100.0),TOW_03_T1(DMG:55.5),EMPTY,EMPTY,TOW_01_T1(DMG:45.0),TOW_02_T2(DMG:81.0),TOW_01_T3(DMG:110.0),TOW_03_T2(DMG:89.5),TOW_04_T1(DMG:27.0),TOW_02_T3(DMG:123.5),TOW_01_T1(DMG:45.0),EMPTY,EMPTY,TOW_02_T1(DMG:55.5),TOW_04_T3(DMG:87.0),TOW_03_T3(DMG:140.5),TOW_01_T2(DMG:100.0),TOW_02_T1(DMG:55.5),EMPTY,TOW_03_T2(DMG:89.5)
37,LOSS,8,1094.1,42,8,0,59,26,11,8,7,60,60,30,0,0.4,0.2,0,0,EMPTY,EMPTY,EMPTY,TOW_02_T2(DMG:111.0),TOW_01_T2(DMG:138.0),TOW_03_T1(DMG:52.5),TOW_04_T1(DMG:27.0),EMPTY,TOW_01_T3(DMG:136.0),EMPTY,EMPTY,TOW_02_T1(DMG:85.5),TOW_04_T3(DMG:267.0),TOW_03_T1(DMG:52.5),TOW_01_T1(DMG:79.0),TOW_02_T2(DMG:111.0),TOW_01_T1(DMG:79.0),TOW_03_T1(DMG:52.5),EMPTY,TOW_02_T3(DMG:153.5),TOW_01_T2(DMG:98.0),TOW_02_T3(DMG:181.0),TOW_01_T1(DMG:79.0),TOW_03_T2(DMG:82.5),EMPTY,TOW_02_T2(DMG:111.0),TOW_01_T2(DMG:138.0),EMPTY,TOW_01_T3(DMG:216.0),TOW_02_T1(DMG:85.5),EMPTY,TOW_03_T1(DMG:52.5),TOW_01_T2(DMG:98.0),TOW_02_T1(DMG:85.5),TOW_01_T3(DMG:156.0),TOW_03_T3(DMG:127.5)
38,LOSS,8,1771.1,35,14,0,60,28,9,16,3,30,0,30,0,0,0.2,0,0,EMPTY,TOW_03_T1(DMG:53.2),TOW_01_T2(DMG:61.0),TOW_02_T2(DMG:112.5),EMPTY,TOW_03_T1(DMG:53.2),TOW_04_T2(DMG:51.1),TOW_02_T2(DMG:67.5),TOW_01_T3(DMG:92.0),EMPTY,TOW_01_T2(DMG:101.0),TOW_02_T2(DMG:52.5),TOW_04_T2(DMG:51.1),TOW_03_T2(DMG:84.2),TOW_01_T1(DMG:45.5),TOW_02_T2(DMG:52.5),EMPTY,TOW_03_T3(DMG:130.8),EMPTY,TOW_02_T1(DMG:26.2),TOW_01_T1(DMG:45.5),EMPTY,EMPTY,TOW_03_T2(DMG:84.2),TOW_04_T3(DMG:89.9),TOW_02_T2(DMG:52.5),TOW_01_T2(DMG:61.0),EMPTY,TOW_01_T2(DMG:61.0),TOW_02_T1(DMG:26.2),TOW_04_T2(DMG:51.1),TOW_03_T2(DMG:84.2),TOW_01_T1(DMG:45.5),TOW_02_T2(DMG:112.5),TOW_01_T1(DMG:45.5),TOW_03_T1(DMG:53.2)
39,LOSS,8,1594.8,37,11,0,58,27,9,13,5,30,90,0,0,0.2,0,0,0,EMPTY,TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:47.5),TOW_02_T3(DMG:285.2),TOW_01_T1(DMG:47.5),TOW_03_T1(DMG:23.2),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:113.2),TOW_01_T2(DMG:65.0),EMPTY,TOW_01_T3(DMG:100.0),TOW_02_T1(DMG:113.2),TOW_04_T2(DMG:51.1),TOW_03_T1(DMG:23.2),TOW_01_T2(DMG:65.0),EMPTY,TOW_01_T2(DMG:65.0),TOW_03_T2(DMG:54.2),EMPTY,EMPTY,TOW_01_T2(DMG:65.0),TOW_02_T1(DMG:113.2),TOW_01_T3(DMG:100.0),EMPTY,EMPTY,TOW_02_T3(DMG:285.2),TOW_01_T2(DMG:65.0),EMPTY,TOW_01_T2(DMG:75.0),TOW_02_T3(DMG:175.2),TOW_04_T2(DMG:51.1),TOW_03_T1(DMG:23.2),TOW_01_T2(DMG:105.0),TOW_02_T2(DMG:136.5),EMPTY,TOW_03_T2(DMG:54.2)
40,LOSS,8,1383.8,37,11,0,57,23,9,8,6,60,30,0,0,0,1.2,0,0,EMPTY,EMPTY,TOW_01_T1(DMG:75.0),EMPTY,TOW_01_T2(DMG:90.0),TOW_03_T1(DMG:22.5),TOW_04_T2(DMG:49.5),TOW_02_T1(DMG:70.5),TOW_01_T2(DMG:90.0),EMPTY,TOW_01_T2(DMG:90.0),TOW_02_T2(DMG:126.0),EMPTY,TOW_03_T1(DMG:22.5),TOW_01_T3(DMG:120.0),EMPTY,EMPTY,TOW_03_T3(DMG:97.5),EMPTY,TOW_02_T3(DMG:178.5),EMPTY,TOW_02_T1(DMG:70.5),TOW_01_T1(DMG:75.0),TOW_03_T2(DMG:332.5),EMPTY,TOW_02_T1(DMG:70.5),TOW_01_T3(DMG:120.0),EMPTY,EMPTY,TOW_02_T2(DMG:111.0),TOW_04_T3(DMG:87.0),TOW_03_T1(DMG:22.5),EMPTY,TOW_02_T2(DMG:126.0),TOW_01_T1(DMG:75.0),TOW_03_T3(DMG:97.5)
41,LOSS,8,1659.9,37,11,0,57,28,7,16,5,0,0,0,0,0.2,0,0.2,0,EMPTY,TOW_03_T1(DMG:24.8),TOW_01_T1(DMG:16.5),TOW_02_T2(DMG:103.5),TOW_01_T2(DMG:33.0),TOW_03_T3(DMG:107.2),TOW_04_T1(DMG:26.1),EMPTY,TOW_01_T2(DMG:33.0),EMPTY,EMPTY,TOW_02_T2(DMG:43.5),TOW_04_T2(DMG:47.9),TOW_03_T2(DMG:57.8),TOW_01_T2(DMG:33.0),TOW_02_T2(DMG:58.5),TOW_01_T3(DMG:66.0),EMPTY,EMPTY,TOW_02_T2(DMG:43.5),TOW_01_T1(DMG:16.5),TOW_02_T1(DMG:21.8),TOW_01_T2(DMG:33.0),TOW_03_T2(DMG:57.8),TOW_04_T2(DMG:221.8),TOW_02_T2(DMG:43.5),TOW_01_T1(DMG:16.5),EMPTY,TOW_01_T3(DMG:66.0),TOW_02_T2(DMG:103.5),TOW_04_T3(DMG:258.1),TOW_03_T3(DMG:627.2),TOW_01_T1(DMG:16.5),EMPTY,TOW_01_T2(DMG:33.0),TOW_03_T2(DMG:57.8)
42,LOSS,8,1499.3,39,11,0,59,27,10,8,9,30,0,0,60,0.4,0,0.2,0,EMPTY,TOW_03_T3(DMG:110.5),TOW_01_T3(DMG:186.0),TOW_02_T1(DMG:22.5),TOW_01_T1(DMG:49.0),TOW_03_T1(DMG:25.5),EMPTY,TOW_02_T1(DMG:22.5),TOW_01_T3(DMG:126.0),EMPTY,EMPTY,EMPTY,TOW_04_T3(DMG:147.0),EMPTY,TOW_01_T2(DMG:68.0),TOW_02_T2(DMG:105.0),TOW_01_T2(DMG:68.0),TOW_03_T2(DMG:339.5),EMPTY,TOW_02_T1(DMG:22.5),TOW_01_T1(DMG:49.0),TOW_02_T3(DMG:82.5),TOW_01_T2(DMG:68.0),TOW_03_T1(DMG:25.5),TOW_04_T3(DMG:147.0),TOW_02_T1(DMG:22.5),TOW_01_T1(DMG:49.0),EMPTY,TOW_01_T3(DMG:126.0),TOW_02_T2(DMG:45.0),TOW_04_T2(DMG:109.5),TOW_03_T3(DMG:110.5),TOW_01_T1(DMG:49.0),TOW_02_T3(DMG:82.5),TOW_01_T2(DMG:68.0),EMPTY
43,LOSS,8,1263.2,37,9,0,55,26,13,5,8,30,0,0,0,0,0.2,0.6,0.2,EMPTY,EMPTY,TOW_01_T2(DMG:60.0),TOW_02_T3(DMG:93.5),TOW_01_T1(DMG:45.0),TOW_03_T3(DMG:1176.5),TOW_04_T1(DMG:30.6),TOW_02_T1(DMG:25.5),EMPTY,EMPTY,TOW_01_T2(DMG:60.0),TOW_02_T1(DMG:25.5),TOW_04_T3(DMG:98.6),TOW_03_T3(DMG:1176.5),TOW_01_T1(DMG:45.0),TOW_02_T1(DMG:25.5),EMPTY,TOW_03_T1(DMG:31.5),EMPTY,TOW_02_T3(DMG:93.5),TOW_01_T1(DMG:45.0),TOW_02_T3(DMG:93.5),TOW_01_T1(DMG:45.0),TOW_03_T1(DMG:31.5),TOW_04_T2(DMG:260.1),TOW_02_T3(DMG:203.5),TOW_01_T1(DMG:45.0),EMPTY,EMPTY,TOW_02_T2(DMG:51.0),TOW_04_T1(DMG:30.6),TOW_03_T2(DMG:73.5),EMPTY,TOW_02_T1(DMG:25.5),TOW_01_T3(DMG:110.0),EMPTY
44,LOSS,8,1563.3,41,10,0,63,27,7,12,8,30,30,0,0,0,0.2,0.2,0,EMPTY,TOW_03_T1(DMG:26.2),TOW_01_T2(DMG:61.0),TOW_02_T2(DMG:82.5),TOW_01_T3(DMG:112.0),EMPTY,TOW_04_T1(DMG:27.9),TOW_02_T3(DMG:126.2),TOW_01_T1(DMG:45.5),EMPTY,TOW_01_T3(DMG:112.0),TOW_02_T2(DMG:82.5),TOW_04_T2(DMG:51.1),EMPTY,TOW_01_T3(DMG:92.0),TOW_02_T1(DMG:56.2),TOW_01_T2(DMG:61.0),TOW_03_T1(DMG:26.2),EMPTY,TOW_02_T3(DMG:126.2),TOW_01_T1(DMG:45.5),TOW_02_T2(DMG:82.5),EMPTY,TOW_03_T3(DMG:633.8),TOW_04_T2(DMG:237.2),EMPTY,TOW_01_T3(DMG:92.0),EMPTY,TOW_01_T2(DMG:101.0),TOW_02_T2(DMG:82.5),TOW_04_T2(DMG:51.1),EMPTY,TOW_01_T1(DMG:45.5),TOW_02_T3(DMG:236.2),TOW_01_T2(DMG:61.0),TOW_03_T2(DMG:61.2)
45,LOSS,8,1055.4,41,10,0,63,28,8,13,7,0,30,0,0,0,0.6,0.4,0,EMPTY,TOW_03_T3(DMG:650.0),TOW_01_T2(DMG:72.0),TOW_02_T1(DMG:63.0),TOW_01_T2(DMG:32.0),TOW_03_T2(DMG:70.0),TOW_04_T3(DMG:92.8),EMPTY,TOW_01_T3(DMG:64.0),EMPTY,EMPTY,TOW_02_T2(DMG:96.0),TOW_04_T3(DMG:92.8),TOW_03_T2(DMG:70.0),TOW_01_T2(DMG:32.0),TOW_02_T2(DMG:96.0),TOW_01_T1(DMG:16.0),EMPTY,EMPTY,TOW_02_T3(DMG:151.0),TOW_01_T3(DMG:64.0),TOW_02_T2(DMG:96.0),TOW_01_T2(DMG:42.0),EMPTY,TOW_04_T2(DMG:52.8),TOW_02_T3(DMG:261.0),TOW_01_T1(DMG:16.0),EMPTY,TOW_01_T1(DMG:16.0),TOW_02_T1(DMG:63.0),TOW_04_T2(DMG:244.8),TOW_03_T1(DMG:30.0),TOW_01_T2(DMG:42.0),TOW_02_T1(DMG:63.0),TOW_01_T2(DMG:32.0),TOW_03_T1(DMG:30.0)
46,LOSS,8,1362.2,38,9,0,56,29,16,6,7,30,0,0,30,0.2,0.2,0.4,0,EMPTY,TOW_03_T1(DMG:28.5),TOW_01_T1(DMG:47.0),TOW_02_T3(DMG:93.5),TOW_01_T1(DMG:47.0),TOW_03_T3(DMG:643.5),TOW_04_T1(DMG:57.0),TOW_02_T1(DMG:25.5),TOW_01_T3(DMG:98.0),EMPTY,TOW_01_T1(DMG:47.0),EMPTY,TOW_04_T2(DMG:79.5),TOW_03_T2(DMG:66.5),TOW_01_T3(DMG:118.0),TOW_02_T1(DMG:25.5),EMPTY,TOW_03_T3(DMG:123.5),EMPTY,TOW_02_T1(DMG:25.5),TOW_01_T3(DMG:98.0),TOW_02_T1(DMG:25.5),TOW_01_T2(DMG:64.0),TOW_03_T2(DMG:66.5),TOW_04_T1(DMG:57.0),TOW_02_T2(DMG:51.0),TOW_01_T1(DMG:47.0),EMPTY,TOW_01_T1(DMG:47.0),TOW_02_T1(DMG:25.5),TOW_04_T3(DMG:117.0),TOW_03_T1(DMG:28.5),TOW_01_T2(DMG:74.0),TOW_02_T1(DMG:25.5),EMPTY,TOW_03_T1(DMG:28.5)
